id,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,price_doc
9826,74,59.2,4.0,4.0,2.0,1983.4109561350313,2.0,1.0,2.217643916121277,4493424
9827,78,62.400000000000006,11.0,17.0,1.0,1983.4109561350313,3.0,1.0,1.0,7185200
9828,58,42.0,6.0,9.0,2.0,1966.0,3.0,5.0,3.0,9500000
9829,79,60.0,1.0,9.0,1.0,1969.0,4.0,6.0,3.0,10000000
9831,79,45.0,3.0,22.0,1.0,2008.0,3.0,10.0,4.0,11900000
9834,32,18.0,6.0,9.0,1.0,1968.0,1.0,6.0,3.0,6000000
9835,31,18.0,3.0,5.0,2.0,1959.0,1.0,5.0,1.0,6450000
9836,33,17.0,12.0,12.0,5.0,1969.0,1.0,8.0,2.0,5500000
9839,31,21.0,1.0,9.0,1.0,1963.0,1.0,5.0,1.0,5200000
9840,61,48.800000000000004,2.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5569189
9841,60,44.0,6.0,9.0,1.0,1966.0,3.0,6.0,2.0,6800000
9842,77,49.0,21.0,25.0,4.0,2001.0,3.0,9.0,4.0,13700000
9843,43,20.0,13.0,14.0,1.0,1987.0,1.0,8.0,2.0,6200000
9844,49,46.0,3.0,9.0,1.0,2015.0,1.0,1.0,1.0,3611262
9845,43,28.0,3.0,9.0,2.0,1970.0,2.0,5.0,2.0,5700000
9846,38,19.0,14.0,14.0,5.0,1969.0,1.0,9.0,2.0,6150000
9847,56,35.0,3.0,5.0,2.0,1959.0,2.0,8.0,2.217643916121277,10850000
9848,43,27.0,4.0,5.0,2.0,1963.0,2.0,5.0,2.0,7200000
9849,51,31.0,4.0,12.0,1.0,1973.0,2.0,9.0,2.0,8250000
9850,74,45.0,8.0,17.0,1.0,1986.0,3.0,10.0,3.0,9400000
9851,61,48.800000000000004,9.0,17.0,1.0,2015.0,2.0,10.0,2.217643916121277,5774085
9852,52,30.0,4.0,14.0,1.0,1994.0,2.0,8.0,3.0,1000000
9853,47,31.0,10.0,12.0,1.0,1965.0,2.0,9.0,2.0,7100000
9854,66,43.0,6.0,12.0,5.0,1975.0,3.0,10.0,2.0,10700000
9855,37,22.0,5.0,14.0,5.0,1973.0,2.0,6.0,3.0,1000000
9857,63,50.400000000000006,11.0,24.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,7511048
9858,73,43.0,13.0,17.0,1.0,1994.0,3.0,10.0,3.0,10650000
9859,54,32.0,4.0,12.0,1.0,1995.0,2.0,9.0,4.0,7200000
9860,56,30.0,16.0,22.0,4.0,2007.0,2.0,10.0,2.0,11300000
9862,32,19.0,2.0,5.0,1.0,1963.0,1.0,5.0,2.0,5600000
9863,84,67.2,6.0,17.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,8574360
9864,51,31.0,8.0,12.0,5.0,1982.0,2.0,9.0,3.0,7150000
9865,77,43.0,3.0,17.0,1.0,2011.0,3.0,12.0,2.0,7500000
9867,79,63.2,5.0,1.0,1.0,1983.4109561350313,3.0,1.0,1.0,13393107
9869,82,51.0,4.0,14.0,1.0,1997.0,3.0,11.0,2.0,12850000
9870,61,48.800000000000004,5.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,6752468
9871,37,18.0,4.0,17.0,1.0,2002.0,1.0,7.0,3.0,7100000
9872,79,44.0,6.0,17.0,1.0,2003.0,3.0,12.0,2.0,12500000
9873,53,36.0,5.0,5.0,1.0,1962.0,3.0,5.0,2.0,7300000
9874,77,45.0,16.0,22.0,1.0,1988.0,3.0,10.0,3.0,12000000
9875,76,47.0,10.0,17.0,1.0,2007.0,3.0,10.0,3.0,2000000
9876,52,30.0,12.0,12.0,5.0,1975.0,2.0,10.0,3.0,7700000
9877,40,21.0,5.0,9.0,1.0,1995.0,1.0,8.0,2.0,7300000
9878,54,32.0,3.0,16.0,1.0,1999.0,2.0,9.0,3.0,8800000
9879,44,28.0,9.0,12.0,1.0,1973.0,2.0,6.0,2.0,5750000
9880,14,9.0,1.0,5.0,2.0,1965.0,1.0,2.0,2.0,3750000
9881,62,46.0,3.0,9.0,1.0,1974.0,4.0,6.0,3.0,2000000
9883,61,33.0,3.0,14.0,1.0,2007.0,2.0,11.0,4.0,4000000
9884,41,32.800000000000004,5.0,1.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,5150000
9886,40,22.0,2.0,14.0,5.0,1970.0,2.0,6.0,2.0,5950000
9887,39,22.0,12.0,12.0,5.0,1971.0,2.0,6.0,2.0,7500000
9888,75,44.0,15.0,16.0,1.0,1982.0,3.0,10.0,2.217643916121277,3000000
9889,35,19.0,11.0,12.0,5.0,1969.0,1.0,9.0,3.0,10500000
9890,41,22.0,2.0,14.0,1.0,1972.0,2.0,6.0,2.0,6250000
9891,76,60.800000000000004,5.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,6289920
9892,59,44.0,4.0,9.0,1.0,1969.0,3.0,6.0,2.0,7800000
9893,36,22.0,6.0,9.0,5.0,1964.0,1.0,7.0,2.0,3000000
9894,81,42.0,17.0,17.0,1.0,2002.0,3.0,10.0,3.0,13500000
9895,32,21.0,7.0,9.0,5.0,1966.0,1.0,5.0,2.217643916121277,5650000
9897,83,66.4,1.0,20.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,7515000
9898,38,18.0,3.0,14.0,1.0,2007.0,1.0,7.0,2.217643916121277,5500000
9899,73,58.400000000000006,17.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,7585200
9901,45,26.0,6.0,12.0,1.0,1977.0,2.0,6.0,3.0,5650000
9903,34,21.0,7.0,9.0,1.0,1987.0,1.0,6.0,3.0,6400000
9904,58,42.0,2.0,9.0,1.0,1972.0,3.0,5.0,2.0,8800000
9906,54,32.0,10.0,14.0,1.0,1994.0,2.0,8.0,2.0,5800000
9907,34,20.0,4.0,5.0,1.0,1973.0,1.0,5.0,2.217643916121277,4500000
9908,38,17.0,4.0,15.0,1.0,2009.0,1.0,8.0,2.0,6250000
9909,43,21.0,13.0,14.0,1.0,1989.0,1.0,8.0,3.0,5300000
9910,64,51.2,13.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,6528000
9911,45,31.0,4.0,5.0,1.0,1968.0,2.0,6.0,2.0,6200000
9913,44,29.0,3.0,5.0,2.0,1963.0,2.0,5.0,2.0,3000000
9915,75,75.0,13.0,17.0,1.0,2013.0,3.0,1.0,1.0,7702800
9916,53,53.0,8.0,15.0,6.0,1983.4109561350313,1.0,1.0,2.217643916121277,6316836
9917,44,28.0,3.0,5.0,1.0,1967.0,2.0,5.0,3.0,3600000
9918,45,29.0,11.0,12.0,1.0,1967.0,2.0,5.0,4.0,1330000
9919,45,29.0,8.0,9.0,1.0,1968.0,2.0,6.0,3.0,8200000
9920,38,19.0,10.0,16.0,1.0,1978.0,1.0,9.0,2.217643916121277,6300000
9921,51,29.0,5.0,12.0,1.0,1986.0,2.0,7.0,2.0,9050000
9922,63,50.400000000000006,5.0,17.0,1.0,2015.0,2.0,10.0,2.217643916121277,7229841
9923,38,18.0,7.0,17.0,1.0,2002.0,1.0,7.0,2.0,9500000
9924,34,21.0,3.0,9.0,2.0,1983.4109561350313,2.0,1.0,2.0,6600000
9926,54,43.2,4.0,19.0,1.0,1983.4109561350313,2.0,1.0,1.0,9517145
9927,38,16.0,18.0,21.0,4.0,2007.0,1.0,9.0,3.0,2000000
9928,49,34.0,8.0,9.0,1.0,1980.0,3.0,6.0,2.0,1000000
9929,84,38.0,12.0,16.0,1.0,1990.0,2.0,11.0,3.0,15500000
9930,38,30.400000000000002,5.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,4740000
9931,78,44.0,22.0,22.0,1.0,1985.0,3.0,10.0,2.0,14500000
9932,41,20.0,5.0,14.0,1.0,1991.0,1.0,8.0,2.0,6300000
9933,30,15.0,1.0,9.0,1.0,1975.0,1.0,7.0,3.0,5400000
9935,51,16.0,3.0,7.0,2.0,1910.0,1.0,11.0,1.0,8176000
9936,58,58.0,1.0,1.0,4.0,2013.0,2.0,1.0,1.0,10519950
9937,67,42.0,3.0,16.0,5.0,1976.0,3.0,7.0,2.0,12650000
9938,39,20.0,6.0,14.0,1.0,1992.0,1.0,8.0,2.0,6200000
9939,45,29.0,7.0,9.0,1.0,1969.0,2.0,6.0,2.0,6400000
9940,66,66.0,8.0,16.0,1.0,2015.0,1.0,1.0,1.0,13089341
9941,64,51.2,11.0,24.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,7558065
9942,70,70.0,8.0,8.0,2.0,2015.0,2.0,1.0,1.0,8853717
9943,75,44.0,15.0,16.0,1.0,1980.0,3.0,10.0,2.0,10800000
9944,25,20.0,1.0,3.0,6.0,2015.0,1.0,1.0,1.0,1937328
9945,79,51.0,7.0,17.0,1.0,2012.0,3.0,10.0,2.0,3654400
9946,30,18.0,6.0,9.0,2.0,1962.0,1.0,6.0,2.0,6150000
9947,75,45.0,4.0,17.0,1.0,1992.0,3.0,10.0,2.0,10600000
9948,57,38.0,1.0,9.0,1.0,1973.0,3.0,6.0,4.0,8600000
9949,39,21.0,2.0,12.0,1.0,1977.0,1.0,8.0,2.217643916121277,5700000
9950,62,49.6,12.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5793490
9951,60,34.0,13.0,17.0,1.0,1999.0,2.0,10.0,3.0,8550000
9952,29,17.0,9.0,9.0,2.0,1969.0,1.0,5.0,2.0,5550000
9953,77,31.0,13.0,16.0,1.0,2015.0,2.0,14.0,1.0,6760600
9954,26,20.8,25.0,25.0,1.0,2015.0,1.0,1.0,1.0,6128966
9955,37,22.0,1.0,12.0,5.0,1968.0,2.0,6.0,2.217643916121277,1000000
9956,46,17.0,23.0,24.0,1.0,2004.0,1.0,9.0,3.0,6400000
9957,41,26.0,2.0,5.0,1.0,1962.0,2.0,5.0,2.0,7200000
9959,77,49.0,10.0,16.0,1.0,2000.0,3.0,10.0,3.0,11800000
9960,32,17.0,5.0,9.0,5.0,1970.0,1.0,7.0,2.0,6000000
9961,87,51.0,14.0,14.0,1.0,2003.0,3.0,11.0,2.0,13750000
9962,55,30.0,2.0,4.0,2.0,1890.0,2.0,6.0,2.217643916121277,1200000
9964,38,38.0,10.0,17.0,1.0,2014.0,1.0,1.0,1.0,4640000
9965,43,25.0,4.0,9.0,5.0,1983.0,2.0,7.0,3.0,4800000
9966,92,92.0,16.0,22.0,1.0,2014.0,4.0,8.0,3.0,17797720
9968,39,31.200000000000003,2.0,4.0,6.0,1983.4109561350313,1.0,1.0,1.0,2932870
9969,59,43.0,4.0,5.0,1.0,1963.0,3.0,5.0,2.0,5000000
9970,31,24.8,6.0,1.0,1.0,1983.4109561350313,1.0,1.0,1.0,5695200
9971,67,53.6,3.0,1.0,1.0,1983.4109561350313,3.0,1.0,1.0,3561990
9973,102,81.60000000000001,20.0,25.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,8754728
9974,68,35.0,5.0,17.0,4.0,2008.0,2.0,10.0,3.0,2800000
9975,77,61.6,8.0,17.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,8184938
9977,60,44.0,7.0,9.0,1.0,1966.0,3.0,6.0,3.0,8500000
9978,53,30.0,5.0,12.0,1.0,1988.0,2.0,8.0,3.0,8400000
9979,59,59.0,1.0,1.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,6268500
9980,64,44.0,4.0,9.0,1.0,1969.0,3.0,7.0,3.0,9300000
9981,38,19.0,5.0,16.0,1.0,1977.0,1.0,8.0,2.0,6000000
9984,29,23.200000000000003,7.0,14.0,1.0,1983.4109561350313,1.0,1.0,1.0,2199436
9985,30,18.0,4.0,9.0,2.0,1961.0,1.0,5.0,3.0,6809000
9986,33,17.0,10.0,12.0,1.0,1969.0,1.0,9.0,3.0,7000000
9987,43,28.0,2.0,5.0,2.0,1960.0,2.0,5.0,3.0,7600000
9988,79,79.0,9.0,1.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,8247200
9989,37,22.0,3.0,9.0,5.0,1966.0,2.0,7.0,2.0,6800000
9991,38,30.400000000000002,8.0,1.0,1.0,1983.4109561350313,1.0,1.0,1.0,4021422
9994,37,18.0,4.0,17.0,1.0,1988.0,1.0,8.0,2.0,6600000
9995,55,37.0,2.0,8.0,2.0,1962.0,3.0,5.0,2.0,5000000
9996,38,26.0,3.0,5.0,2.0,1962.0,2.0,6.0,2.0,5500000
9997,34,27.200000000000003,3.0,15.0,1.0,1983.4109561350313,1.0,1.0,1.0,2356414
9998,65,39.0,11.0,14.0,1.0,1988.0,3.0,7.0,2.0,10300000
9999,33,18.0,3.0,9.0,1.0,1969.0,1.0,6.0,2.0,6300000
10000,45,13.0,4.0,9.0,4.0,2013.0,1.0,9.0,1.0,8015000
10001,56,38.0,9.0,9.0,1.0,1970.0,3.0,6.0,3.0,9200000
10002,64,64.0,3.0,17.0,1.0,2014.0,2.0,1.0,1.0,6528000
10003,63,50.400000000000006,11.0,24.0,4.0,1983.4109561350313,2.0,1.0,2.217643916121277,7511048
10005,48,31.0,12.0,14.0,5.0,1971.0,2.0,8.0,2.217643916121277,10670000
10006,48,48.0,16.0,24.0,1.0,2014.0,1.0,1.0,1.0,10052900
10007,31,20.0,5.0,5.0,1.0,1964.0,1.0,5.0,1.0,5100000
10009,84,67.2,2.0,2.0,1.0,2014.0,1.0,1.0,2.217643916121277,7212996
10010,65,52.0,4.0,1.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,10570500
10011,51,40.800000000000004,5.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,6074816
10012,51,30.0,13.0,17.0,1.0,2002.0,2.0,9.0,2.0,8850000
10013,43,28.0,3.0,5.0,2.0,1960.0,2.0,5.0,3.0,6650000
10015,38,22.0,3.0,14.0,1.0,1972.0,2.0,6.0,2.0,6150000
10016,45,27.0,5.0,5.0,2.0,1964.0,2.0,5.0,4.0,2000000
10017,58,41.0,3.0,5.0,5.0,1969.0,3.0,5.0,2.0,7650000
10018,29,17.0,6.0,9.0,2.0,1969.0,1.0,5.0,2.0,5500000
10020,93,59.0,2.0,12.0,4.0,2011.0,3.0,13.0,3.0,5425000
10021,44,28.0,2.0,9.0,1.0,1969.0,2.0,6.0,3.0,4200000
10023,43,26.0,3.0,5.0,5.0,1960.0,2.0,6.0,3.0,7000000
10024,32,19.0,4.0,24.0,2.0,2007.0,1.0,5.0,2.217643916121277,6600000
10025,45,30.0,3.0,5.0,1.0,1961.0,2.0,5.0,3.0,7100000
10026,76,52.0,6.0,10.0,2.0,1957.0,3.0,11.0,3.0,17000000
10027,37,19.0,2.0,16.0,5.0,1995.0,1.0,9.0,3.0,5400000
10030,36,16.0,3.0,16.0,1.0,2002.0,1.0,9.0,2.217643916121277,4750000
10031,59,37.0,5.0,9.0,1.0,1972.0,3.0,6.0,3.0,7750000
10032,60,33.0,7.0,14.0,1.0,1992.0,2.0,10.0,2.0,7050000
10033,59,36.0,5.0,8.0,2.0,1958.0,2.0,9.0,3.0,10500000
10034,37,37.0,1.0,17.0,4.0,2014.0,1.0,10.0,1.0,3461434
10035,76,76.0,4.0,17.0,1.0,2014.0,3.0,1.0,1.0,12760883
10036,31,18.0,3.0,5.0,2.0,1962.0,1.0,6.0,2.0,6000000
10037,39,19.0,3.0,10.0,1.0,1993.0,1.0,8.0,3.0,6200000
10038,39,20.0,19.0,22.0,1.0,2004.0,1.0,10.0,4.0,8800000
10039,47,30.0,9.0,12.0,1.0,1974.0,2.0,6.0,3.0,5400000
10040,74,41.0,10.0,14.0,1.0,1991.0,3.0,8.0,2.0,10200000
10041,46,30.0,12.0,12.0,1.0,1973.0,2.0,6.0,2.0,5700000
10042,58,30.0,4.0,9.0,1.0,2004.0,2.0,11.0,3.0,8500000
10045,58,38.0,7.0,9.0,1.0,1973.0,3.0,6.0,2.0,7800000
10046,44,28.0,5.0,5.0,2.0,1959.0,2.0,5.0,2.0,5600000
10047,51,30.0,8.0,17.0,1.0,1997.0,2.0,8.0,3.0,11600000
10048,38,19.0,11.0,14.0,5.0,1974.0,1.0,9.0,3.0,1000000
10049,37,22.0,7.0,9.0,1.0,1966.0,2.0,7.0,2.0,7800000
10050,41,26.0,5.0,5.0,1.0,1964.0,2.0,5.0,2.0,6000000
10051,48,34.0,9.0,9.0,1.0,1967.0,3.0,5.0,2.0,7900000
10052,45,30.0,3.0,5.0,5.0,1962.0,2.0,5.0,2.0,6600000
10053,61,48.800000000000004,5.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,6808922
10054,34,15.0,7.0,14.0,4.0,2006.0,1.0,7.0,3.0,6200000
10056,41,27.0,2.0,5.0,5.0,1961.0,2.0,5.0,3.0,2000000
10057,62,58.0,5.0,17.0,1.0,2014.0,2.0,1.0,1.0,6334200
10058,42,28.0,5.0,5.0,2.0,1963.0,2.0,5.0,2.0,6000000
10059,64,45.0,9.0,12.0,1.0,1980.0,3.0,6.0,2.0,1000000
10060,53,28.0,15.0,16.0,1.0,1976.0,2.0,11.0,2.0,8000000
10061,53,28.0,10.0,17.0,1.0,2009.0,2.0,9.0,2.0,2000000
10062,36,28.8,7.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,4914000
10064,38,38.0,14.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,4789739
10065,44,26.0,1.0,12.0,5.0,1967.0,2.0,5.0,2.0,2000000
10068,35,20.0,4.0,9.0,1.0,1971.0,1.0,6.0,2.0,5600000
10069,51,51.0,7.0,17.0,1.0,1983.4109561350313,2.0,9.0,2.217643916121277,6112158
10071,62,49.6,10.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,6882081
10072,43,34.4,9.0,1.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,5888341
10073,39,23.0,9.0,9.0,5.0,1970.0,2.0,5.0,2.0,6850000
10074,49,32.0,4.0,5.0,2.0,1938.0,2.0,4.0,2.0,8400000
10075,53,28.0,14.0,16.0,1.0,1974.0,2.0,11.0,4.0,12350000
10076,42,24.0,2.0,12.0,1.0,1970.0,2.0,6.0,2.217643916121277,7675000
10077,64,51.2,7.0,1.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,6653800
10078,78,75.0,9.0,17.0,1.0,2014.0,3.0,1.0,1.0,7722400
10079,81,44.0,4.0,12.0,1.0,1993.0,3.0,10.0,3.0,12000000
10080,40,32.0,7.0,10.0,1.0,1983.4109561350313,1.0,1.0,2.217643916121277,5005211
10082,64,51.2,19.0,24.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,7524720
10083,79,63.2,5.0,17.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,8195396
10084,70,45.0,9.0,14.0,5.0,1975.0,3.0,9.0,2.0,999000
10085,44,27.0,8.0,9.0,1.0,1976.0,2.0,6.0,2.0,2000000
10086,20,12.0,4.0,9.0,2.0,1960.0,1.0,2.0,3.0,4490000
10087,40,25.0,5.0,12.0,1.0,1968.0,2.0,6.0,3.0,7000000
10088,72,42.0,4.0,10.0,1.0,1999.0,3.0,10.0,3.0,8930000
10090,42,42.0,8.0,9.0,1.0,1975.0,2.0,5.0,2.0,990000
10091,102,69.0,14.0,22.0,4.0,2009.0,3.0,8.0,4.0,31500000
10093,79,44.0,10.0,17.0,1.0,2001.0,3.0,12.0,2.217643916121277,12850000
10095,78,62.400000000000006,6.0,1.0,1.0,1983.4109561350313,3.0,1.0,2.217643916121277,7614500
10096,46,30.0,9.0,14.0,1.0,1968.0,2.0,6.0,3.0,8800000
10097,64,51.2,10.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,7038692
10098,79,75.0,7.0,17.0,2.0,2014.0,3.0,1.0,1.0,7286400
10099,45,29.0,5.0,5.0,1.0,1969.0,2.0,5.0,2.0,7500000
10100,51,30.0,7.0,17.0,1.0,2003.0,2.0,9.0,3.0,3500000
10101,65,64.0,10.0,10.0,1.0,2014.0,2.0,1.0,1.0,4269850
10102,53,30.0,12.0,12.0,1.0,1975.0,2.0,8.0,3.0,8600000
10103,38,19.0,14.0,17.0,1.0,1995.0,1.0,8.0,3.0,5800000
10104,43,17.0,11.0,25.0,4.0,2007.0,1.0,9.0,3.0,4400000
10105,38,22.0,2.0,12.0,1.0,1966.0,2.0,6.0,3.0,7450000
10106,80,45.0,4.0,15.0,1.0,2001.0,3.0,12.0,2.0,12900000
10107,53,34.0,13.0,17.0,1.0,1973.0,2.0,7.0,2.0,10500000
10108,74,39.0,6.0,16.0,1.0,1996.0,3.0,10.0,2.0,13400000
10109,89,50.0,4.0,19.0,4.0,2011.0,3.0,13.0,1.0,10058480
10110,36,14.0,6.0,25.0,4.0,2013.0,1.0,12.0,4.0,3400000
10111,34,19.0,6.0,16.0,5.0,1980.0,1.0,9.0,3.0,6350000
10112,70,48.0,4.0,6.0,2.0,1917.0,3.0,7.0,2.0,14600000
10113,44,27.0,6.0,9.0,1.0,1972.0,2.0,5.0,3.0,8300000
10114,76,51.0,2.0,8.0,2.0,1959.0,3.0,8.0,2.0,14000000
10115,53,32.0,8.0,17.0,1.0,1984.0,2.0,9.0,3.0,9700000
10117,38,30.400000000000002,13.0,17.0,1.0,1983.4109561350313,1.0,1.0,1.0,4423200
10118,61,33.0,9.0,17.0,1.0,2007.0,2.0,11.0,2.0,8400000
10119,78,46.0,3.0,16.0,1.0,1977.0,3.0,10.0,2.217643916121277,12800000
10120,75,45.0,5.0,17.0,1.0,1994.0,3.0,8.0,2.0,12000000
10121,60,44.0,2.0,9.0,2.0,1964.0,3.0,6.0,2.0,8670000
10122,60,31.0,6.0,16.0,6.0,2013.0,2.0,11.0,1.0,12500000
10124,85,46.0,5.0,14.0,6.0,2007.0,2.0,15.0,2.217643916121277,8400000
10125,73,44.0,14.0,16.0,1.0,1988.0,3.0,10.0,3.0,14000000
10126,37,19.0,17.0,17.0,1.0,2000.0,1.0,7.0,2.0,5600000
10127,82,42.0,11.0,12.0,1.0,2011.0,3.0,10.0,1.0,8000000
10128,59,33.0,10.0,14.0,6.0,2012.0,2.0,11.0,1.0,5723000
10129,102,63.0,3.0,5.0,2.0,1912.0,4.0,12.0,3.0,41000000
10130,54,29.0,20.0,25.0,1.0,2010.0,2.0,8.0,3.0,7600000
10131,45,30.0,2.0,12.0,1.0,1980.0,2.0,6.0,2.0,7500000
10132,40,20.0,7.0,14.0,1.0,2003.0,1.0,8.0,3.0,5150000
10133,56,36.0,4.0,9.0,2.0,1968.0,3.0,5.0,3.0,2000000
10134,75,40.0,3.0,16.0,1.0,2004.0,3.0,10.0,3.0,14400000
10135,70,48.0,2.0,8.0,2.0,1956.0,3.0,9.0,2.217643916121277,2000000
10136,35,21.0,1.0,12.0,5.0,1972.0,1.0,7.0,2.0,4250000
10137,39,25.0,4.0,9.0,2.0,1961.0,2.0,5.0,2.0,8100000
10138,77,50.0,5.0,5.0,2.0,1957.0,3.0,8.0,3.0,13500000
10139,73,58.400000000000006,5.0,17.0,1.0,1983.4109561350313,3.0,1.0,1.0,7084000
10140,42,28.0,4.0,5.0,2.0,1963.0,2.0,5.0,3.0,5800000
10141,38,18.0,3.0,17.0,1.0,2013.0,1.0,7.0,1.0,5184000
10142,49,34.0,3.0,9.0,1.0,1974.0,3.0,5.0,2.0,8200000
10143,77,61.6,11.0,17.0,1.0,2015.0,2.0,1.0,1.0,6691300
10144,32,20.0,5.0,5.0,1.0,1964.0,1.0,5.0,2.0,5400000
10145,60,50.0,4.0,17.0,1.0,2014.0,2.0,1.0,1.0,5493000
10146,49,34.0,5.0,9.0,1.0,1972.0,2.0,6.0,2.0,6900000
10147,91,62.0,5.0,5.0,2.0,1935.0,3.0,7.0,3.0,10900000
10148,41,25.0,2.0,5.0,2.0,1959.0,2.0,5.0,2.0,8200000
10149,60,30.0,4.0,18.0,2.0,2012.0,2.0,10.0,1.0,8344319
10150,51,30.0,17.0,17.0,1.0,2004.0,2.0,12.0,3.0,8200000
10151,35,19.0,11.0,12.0,1.0,1974.0,1.0,10.0,2.0,5100000
10152,32,17.0,3.0,5.0,2.0,1953.0,1.0,7.0,3.0,2000000
10153,52,51.0,6.0,17.0,1.0,2002.0,2.0,9.0,3.0,13100000
10154,146,83.0,7.0,17.0,4.0,2013.0,3.0,18.0,1.0,27161100
10155,122,76.0,9.0,12.0,2.0,1994.0,3.0,19.0,3.0,6000000
10156,53,30.0,7.0,12.0,1.0,1975.0,2.0,8.0,3.0,7600000
10157,41,20.0,2.0,14.0,4.0,2007.0,1.0,11.0,3.0,5800000
10158,58,34.0,11.0,17.0,1.0,1972.0,2.0,10.0,2.0,10700000
10160,31,16.0,5.0,5.0,2.0,1960.0,1.0,5.0,2.0,6600000
10161,58,46.400000000000006,11.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,6334200
10165,51,30.0,2.0,17.0,5.0,2012.0,2.0,9.0,3.0,2000000
10166,58,38.0,9.0,9.0,1.0,1970.0,3.0,6.0,2.0,10400000
10167,59,43.0,6.0,9.0,1.0,1979.0,3.0,5.0,3.0,1000000
10168,47,46.0,9.0,12.0,2.0,1983.4109561350313,2.0,1.0,2.217643916121277,3581969
10169,45,28.0,8.0,12.0,5.0,1967.0,2.0,5.0,2.0,6500000
10170,44,20.0,14.0,19.0,1.0,2007.0,1.0,9.0,3.0,7000000
10171,38,19.0,13.0,17.0,1.0,1989.0,1.0,8.0,3.0,5800000
10172,62,49.6,14.0,17.0,1.0,1983.4109561350313,2.0,1.0,1.0,6334200
10173,68,41.0,16.0,16.0,1.0,1979.0,3.0,8.0,2.217643916121277,10700000
10175,62,49.6,8.0,17.0,1.0,1983.4109561350313,2.0,1.0,2.217643916121277,5900995
10177,34,27.200000000000003,1.0,1.0,1.0,2014.0,1.0,1.0,1.0,1702558
10178,61,38.0,9.0,14.0,1.0,1989.0,3.0,8.0,3.0,8700000
10179,38,19.0,9.0,14.0,5.0,1974.0,1.0,9.0,3.0,3500000
10181,41,20.0,11.0,12.0,1.0,1978.0,1.0,8.0,2.0,6150000
10182,61,37.0,5.0,8.0,2.0,1958.0,2.0,8.0,2.0,14470000
10183,43,34.4,15.0,20.0,1.0,2015.0,1.0,9.0,1.0,5266925
10184,36,22.0,9.0,9.0,5.0,1962.0,2.0,7.0,2.0,7700000
10185,33,17.0,4.0,4.0,2.0,1951.0,1.0,8.0,2.0,5500000
10186,35,28.0,22.0,1.0,1.0,1983.4109561350313,1.0,1.0,1.0,4231500
10187,40,26.0,5.0,5.0,2.0,1964.0,2.0,5.0,3.0,7000000
10188,33,19.0,8.0,9.0,1.0,1969.0,1.0,6.0,2.0,4970000
10189,80,80.0,16.0,17.0,4.0,2014.0,3.0,10.0,1.0,6482506
10190,39,20.0,12.0,14.0,1.0,2002.0,1.0,8.0,3.0,5900000
10191,40,26.0,7.0,9.0,2.0,1966.0,2.0,4.0,3.0,4000000
10192,57,41.0,5.0,9.0,2.0,1971.0,3.0,5.0,2.217643916121277,11900000
10193,61,31.0,12.0,14.0,1.0,2008.0,2.0,12.0,2.217643916121277,2500000
10194,45,29.0,1.0,12.0,5.0,1967.0,2.0,5.0,2.0,6050000
10195,62,39.0,5.0,12.0,1.0,1983.0,3.0,8.0,2.0,11250000
10196,64,43.0,2.0,9.0,1.0,1968.0,3.0,7.0,3.0,8850000
10197,41,23.0,4.0,14.0,1.0,1994.0,1.0,8.0,3.0,4820000
10198,80,44.0,1.0,17.0,1.0,2008.0,3.0,10.0,3.0,9100000
10199,41,23.0,2.0,14.0,5.0,1977.0,2.0,6.0,2.217643916121277,1000000
10200,38,19.0,7.0,14.0,2.0,2006.0,1.0,7.0,2.0,5750000
10201,78,43.0,3.0,1.0,1.0,2014.0,3.0,12.0,1.0,7806510
